GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03
0500000US08005,08005,"Arapahoe County, Colorado",004,Black or African American alone,62294,1048,62294,(X)
0500000US08005,08005,"Arapahoe County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",3432,570,3432,(X)
0500000US08005,08005,"Arapahoe County, Colorado",012,Asian alone (400-499),32686,728,32686,(X)
0500000US08005,08005,"Arapahoe County, Colorado",050,Native Hawaiian and Other Pacific Islander alone (500-599),1260,133,1260,(X)
0500000US08005,08005,"Arapahoe County, Colorado",070,Some other race alone,35387,2185,35387,(X)
0500000US08007,08007,"Archuleta County, Colorado",002,White alone,10636,316,10636,(X)
0500000US08007,08007,"Archuleta County, Colorado",070,Some other race alone,919,324,919,(X)
0500000US08009,08009,"Baca County, Colorado",002,White alone,3544,19,3544,(X)
0500000US08011,08011,"Bent County, Colorado",002,White alone,4942,211,4942,(X)
0500000US08011,08011,"Bent County, Colorado",004,Black or African American alone,545,153,545,(X)
0500000US08013,08013,"Boulder County, Colorado",002,White alone,274075,1325,274075,(X)
0500000US08013,08013,"Boulder County, Colorado",004,Black or African American alone,2803,305,2803,(X)
0500000US08013,08013,"Boulder County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",1695,389,1695,(X)
0500000US08013,08013,"Boulder County, Colorado",012,Asian alone (400-499),13374,444,13374,(X)
0500000US08013,08013,"Boulder County, Colorado",070,Some other race alone,8812,1163,8812,(X)
0500000US08014,08014,"Broomfield County, Colorado",002,White alone,52654,611,52654,(X)
0500000US08014,08014,"Broomfield County, Colorado",012,Asian alone (400-499),3644,278,3644,(X)
0500000US08014,08014,"Broomfield County, Colorado",070,Some other race alone,1297,487,1297,(X)
0500000US08015,08015,"Chaffee County, Colorado",002,White alone,17184,110,17184,(X)
0500000US08015,08015,"Chaffee County, Colorado",004,Black or African American alone,367,165,367,(X)
0500000US08017,08017,"Cheyenne County, Colorado",002,White alone,1928,143,1928,(X)
0500000US08019,08019,"Clear Creek County, Colorado",002,White alone,8589,116,8589,(X)
0500000US08021,08021,"Conejos County, Colorado",002,White alone,7561,131,7561,(X)
0500000US08021,08021,"Conejos County, Colorado",070,Some other race alone,358,117,358,(X)
0500000US08023,08023,"Costilla County, Colorado",002,White alone,3329,81,3329,(X)
0500000US08025,08025,"Crowley County, Colorado",002,White alone,4665,195,4665,(X)
0500000US08027,08027,"Custer County, Colorado",002,White alone,4044,91,4044,(X)
0500000US08029,08029,"Delta County, Colorado",002,White alone,28672,266,28672,(X)
0500000US08031,08031,"Denver County, Colorado",002,White alone,494262,2686,494262,(X)
0500000US08031,08031,"Denver County, Colorado",004,Black or African American alone,63058,1023,63058,(X)
0500000US08031,08031,"Denver County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",7027,899,7027,(X)
0500000US08031,08031,"Denver County, Colorado",012,Asian alone (400-499),23100,699,23100,(X)
0500000US08031,08031,"Denver County, Colorado",070,Some other race alone,38828,2476,38828,(X)
0500000US08033,08033,"Dolores County, Colorado",002,White alone,1791,156,1791,(X)
0500000US08035,08035,"Douglas County, Colorado",002,White alone,277850,747,277850,(X)
0500000US08035,08035,"Douglas County, Colorado",004,Black or African American alone,3316,367,3316,(X)
0500000US08035,08035,"Douglas County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",855,249,855,(X)
0500000US08035,08035,"Douglas County, Colorado",012,Asian alone (400-499),12471,516,12471,(X)
0500000US08035,08035,"Douglas County, Colorado",070,Some other race alone,3455,619,3455,(X)
0500000US08037,08037,"Eagle County, Colorado",002,White alone,46556,1013,46556,(X)
0500000US08037,08037,"Eagle County, Colorado",070,Some other race alone,3928,991,3928,(X)
0500000US08039,08039,"Elbert County, Colorado",002,White alone,22728,147,22728,(X)
0500000US08041,08041,"El Paso County, Colorado",002,White alone,525661,2102,525661,(X)
0500000US08041,08041,"El Paso County, Colorado",004,Black or African American alone,39558,1453,39558,(X)
0500000US08041,08041,"El Paso County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",4185,607,4185,(X)
0500000US08041,08041,"El Paso County, Colorado",012,Asian alone (400-499),17938,741,17938,(X)
0500000US08041,08041,"El Paso County, Colorado",050,Native Hawaiian and Other Pacific Islander alone (500-599),2415,360,2415,(X)
0500000US08041,08041,"El Paso County, Colorado",070,Some other race alone,29675,2208,29675,(X)
0500000US08043,08043,"Fremont County, Colorado",002,White alone,41188,673,41188,(X)
0500000US08043,08043,"Fremont County, Colorado",004,Black or African American alone,2451,360,2451,(X)
0500000US08043,08043,"Fremont County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",759,196,759,(X)
0500000US08043,08043,"Fremont County, Colorado",070,Some other race alone,980,403,980,(X)
0500000US08045,08045,"Garfield County, Colorado",002,White alone,50280,971,50280,(X)
0500000US08045,08045,"Garfield County, Colorado",070,Some other race alone,4052,975,4052,(X)
0500000US08047,08047,"Gilpin County, Colorado",002,White alone,5165,196,5165,(X)
0500000US08049,08049,"Grand County, Colorado",002,White alone,13218,286,13218,(X)
0500000US08051,08051,"Gunnison County, Colorado",002,White alone,14972,130,14972,(X)
0500000US08053,08053,"Hinsdale County, Colorado",002,White alone,860,88,860,(X)
0500000US08055,08055,"Huerfano County, Colorado",002,White alone,5608,345,5608,(X)
0500000US08057,08057,"Jackson County, Colorado",002,White alone,1244,112,1244,(X)
0500000US08059,08059,"Jefferson County, Colorado",002,White alone,501627,1327,501627,(X)
0500000US08059,08059,"Jefferson County, Colorado",004,Black or African American alone,6015,387,6015,(X)
0500000US08059,08059,"Jefferson County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",4816,677,4816,(X)
0500000US08059,08059,"Jefferson County, Colorado",012,Asian alone (400-499),14232,586,14232,(X)
0500000US08059,08059,"Jefferson County, Colorado",070,Some other race alone,9782,997,9782,(X)
0500000US08061,08061,"Kiowa County, Colorado",002,White alone,1372,118,1372,(X)
0500000US08063,08063,"Kit Carson County, Colorado",002,White alone,7354,213,7354,(X)
0500000US08065,08065,"Lake County, Colorado",002,White alone,6410,368,6410,(X)
0500000US08067,08067,"La Plata County, Colorado",002,White alone,47106,331,47106,(X)
0500000US08067,08067,"La Plata County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",2927,222,2927,(X)
0500000US08067,08067,"La Plata County, Colorado",070,Some other race alone,1262,344,1262,(X)
0500000US08069,08069,"Larimer County, Colorado",002,White alone,289829,1186,289829,(X)
0500000US08069,08069,"Larimer County, Colorado",004,Black or African American alone,2859,348,2859,(X)
0500000US08069,08069,"Larimer County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",1817,320,1817,(X)
0500000US08069,08069,"Larimer County, Colorado",012,Asian alone (400-499),6338,492,6338,(X)
0500000US08069,08069,"Larimer County, Colorado",070,Some other race alone,7064,1064,7064,(X)
0500000US08071,08071,"Las Animas County, Colorado",002,White alone,11990,293,11990,(X)
0500000US08071,08071,"Las Animas County, Colorado",070,Some other race alone,1197,263,1197,(X)
0500000US08073,08073,"Lincoln County, Colorado",002,White alone,4630,166,4630,(X)
0500000US08073,08073,"Lincoln County, Colorado",004,Black or African American alone,611,158,611,(X)
0500000US08075,08075,"Logan County, Colorado",002,White alone,20028,326,20028,(X)
0500000US08077,08077,"Mesa County, Colorado",002,White alone,137187,865,137187,(X)
0500000US08077,08077,"Mesa County, Colorado",004,Black or African American alone,1104,140,1104,(X)
0500000US08077,08077,"Mesa County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",1169,322,1169,(X)
0500000US08077,08077,"Mesa County, Colorado",012,Asian alone (400-499),902,158,902,(X)
0500000US08077,08077,"Mesa County, Colorado",070,Some other race alone,3090,697,3090,(X)
0500000US08079,08079,"Mineral County, Colorado",002,White alone,659,98,659,(X)
0500000US08081,08081,"Moffat County, Colorado",002,White alone,12207,227,12207,(X)
0500000US08083,08083,"Montezuma County, Colorado",002,White alone,21336,175,21336,(X)
0500000US08083,08083,"Montezuma County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",2946,143,2946,(X)
0500000US08085,08085,"Montrose County, Colorado",002,White alone,37787,422,37787,(X)
0500000US08085,08085,"Montrose County, Colorado",070,Some other race alone,1303,374,1303,(X)
0500000US08087,08087,"Morgan County, Colorado",002,White alone,25520,502,25520,(X)
0500000US08087,08087,"Morgan County, Colorado",004,Black or African American alone,740,113,740,(X)
0500000US08087,08087,"Morgan County, Colorado",070,Some other race alone,916,383,916,(X)
0500000US08089,08089,"Otero County, Colorado",002,White alone,16836,294,16836,(X)
0500000US08089,08089,"Otero County, Colorado",070,Some other race alone,660,246,660,(X)
0500000US08091,08091,"Ouray County, Colorado",002,White alone,4476,61,4476,(X)
0500000US08093,08093,"Park County, Colorado",002,White alone,15523,35,15523,(X)
0500000US08095,08095,"Phillips County, Colorado",002,White alone,4156,97,4156,(X)
0500000US08097,08097,"Pitkin County, Colorado",002,White alone,16452,176,16452,(X)
0500000US08099,08099,"Prowers County, Colorado",002,White alone,11645,130,11645,(X)
0500000US08101,08101,"Pueblo County, Colorado",002,White alone,127216,1399,127216,(X)
0500000US08101,08101,"Pueblo County, Colorado",004,Black or African American alone,3616,362,3616,(X)
0500000US08101,08101,"Pueblo County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",4429,795,4429,(X)
0500000US08101,08101,"Pueblo County, Colorado",012,Asian alone (400-499),1234,140,1234,(X)
0500000US08101,08101,"Pueblo County, Colorado",070,Some other race alone,17765,1221,17765,(X)
0500000US08103,08103,"Rio Blanco County, Colorado",002,White alone,6321,57,6321,(X)
0500000US08105,08105,"Rio Grande County, Colorado",002,White alone,9919,393,9919,(X)
0500000US08105,08105,"Rio Grande County, Colorado",070,Some other race alone,1255,374,1255,(X)
0500000US08107,08107,"Routt County, Colorado",002,White alone,22400,295,22400,(X)
0500000US08109,08109,"Saguache County, Colorado",002,White alone,5468,172,5468,(X)
0500000US08109,08109,"Saguache County, Colorado",070,Some other race alone,411,169,411,(X)
0500000US08111,08111,"San Juan County, Colorado",002,White alone,571,95,571,(X)
0500000US08113,08113,"San Miguel County, Colorado",002,White alone,7362,54,7362,(X)
0500000US08115,08115,"Sedgwick County, Colorado",002,White alone,2169,61,2169,(X)
0500000US08117,08117,"Summit County, Colorado",002,White alone,25952,711,25952,(X)
0500000US08119,08119,"Teller County, Colorado",002,White alone,22005,164,22005,(X)
0500000US08121,08121,"Washington County, Colorado",002,White alone,4605,36,4605,(X)
0500000US08123,08123,"Weld County, Colorado",002,White alone,236281,1755,236281,(X)
0500000US08123,08123,"Weld County, Colorado",004,Black or African American alone,2899,266,2899,(X)
0500000US08123,08123,"Weld County, Colorado",006,"American Indian and Alaska Native alone (300, A01-Z99)",2332,483,2332,(X)
0500000US08123,08123,"Weld County, Colorado",012,Asian alone (400-499),3650,273,3650,(X)
0500000US08123,08123,"Weld County, Colorado",070,Some other race alone,18086,1587,18086,(X)
0500000US08125,08125,"Yuma County, Colorado",002,White alone,9589,245,9589,(X)
0500000US09001,09001,"Fairfield County, Connecticut",002,White alone,694797,2842,694797,(X)
0500000US09001,09001,"Fairfield County, Connecticut",004,Black or African American alone,105683,1239,105683,(X)
0500000US09001,09001,"Fairfield County, Connecticut",006,"American Indian and Alaska Native alone (300, A01-Z99)",2234,369,2234,(X)
0500000US09001,09001,"Fairfield County, Connecticut",012,Asian alone (400-499),47398,666,47398,(X)
0500000US09001,09001,"Fairfield County, Connecticut",070,Some other race alone,65297,2605,65297,(X)
0500000US09003,09003,"Hartford County, Connecticut",002,White alone,651466,2535,651466,(X)
0500000US09003,09003,"Hartford County, Connecticut",004,Black or African American alone,120172,1369,120172,(X)
0500000US09003,09003,"Hartford County, Connecticut",006,"American Indian and Alaska Native alone (300, A01-Z99)",2284,523,2284,(X)
0500000US09003,09003,"Hartford County, Connecticut",012,Asian alone (400-499),42973,613,42973,(X)
0500000US09003,09003,"Hartford County, Connecticut",070,Some other race alone,51145,2446,51145,(X)
0500000US09005,09005,"Litchfield County, Connecticut",002,White alone,174220,696,174220,(X)
0500000US09005,09005,"Litchfield County, Connecticut",004,Black or African American alone,2827,379,2827,(X)
0500000US09005,09005,"Litchfield County, Connecticut",012,Asian alone (400-499),3370,196,3370,(X)
0500000US09005,09005,"Litchfield County, Connecticut",070,Some other race alone,2388,586,2388,(X)
0500000US09007,09007,"Middlesex County, Connecticut",002,White alone,146977,617,146977,(X)
0500000US09007,09007,"Middlesex County, Connecticut",004,Black or African American alone,8383,509,8383,(X)
0500000US09007,09007,"Middlesex County, Connecticut",012,Asian alone (400-499),4558,237,4558,(X)
0500000US09007,09007,"Middlesex County, Connecticut",070,Some other race alone,1538,457,1538,(X)
0500000US09009,09009,"New Haven County, Connecticut",002,White alone,646775,2614,646775,(X)
0500000US09009,09009,"New Haven County, Connecticut",004,Black or African American alone,110719,1373,110719,(X)
0500000US09009,09009,"New Haven County, Connecticut",006,"American Indian and Alaska Native alone (300, A01-Z99)",1785,391,1785,(X)
0500000US09009,09009,"New Haven County, Connecticut",012,Asian alone (400-499),33587,523,33587,(X)
0500000US09009,09009,"New Haven County, Connecticut",070,Some other race alone,47893,2538,47893,(X)
0500000US09011,09011,"New London County, Connecticut",002,White alone,222560,1114,222560,(X)
0500000US09011,09011,"New London County, Connecticut",004,Black or African American alone,15345,733,15345,(X)
0500000US09011,09011,"New London County, Connecticut",006,"American Indian and Alaska Native alone (300, A01-Z99)",1614,364,1614,(X)
0500000US09011,09011,"New London County, Connecticut",012,Asian alone (400-499),11358,420,11358,(X)
0500000US09011,09011,"New London County, Connecticut",070,Some other race alone,8704,938,8704,(X)
0500000US09013,09013,"Tolland County, Connecticut",002,White alone,135481,479,135481,(X)
0500000US09013,09013,"Tolland County, Connecticut",004,Black or African American alone,4752,426,4752,(X)
0500000US09013,09013,"Tolland County, Connecticut",012,Asian alone (400-499),5981,246,5981,(X)
0500000US09013,09013,"Tolland County, Connecticut",070,Some other race alone,2080,428,2080,(X)
0500000US09015,09015,"Windham County, Connecticut",002,White alone,106086,637,106086,(X)
0500000US09015,09015,"Windham County, Connecticut",004,Black or African American alone,2620,236,2620,(X)
0500000US09015,09015,"Windham County, Connecticut",012,Asian alone (400-499),1445,157,1445,(X)
0500000US09015,09015,"Windham County, Connecticut",070,Some other race alone,2836,632,2836,(X)
0500000US10001,10001,"Kent County, Delaware",002,White alone,113925,663,113925,(X)
0500000US10001,10001,"Kent County, Delaware",004,Black or African American alone,41211,672,41211,(X)
0500000US10001,10001,"Kent County, Delaware",006,"American Indian and Alaska Native alone (300, A01-Z99)",1090,240,1090,(X)
0500000US10001,10001,"Kent County, Delaware",012,Asian alone (400-499),3545,330,3545,(X)
0500000US10001,10001,"Kent County, Delaware",070,Some other race alone,2529,510,2529,(X)
0500000US10003,10003,"New Castle County, Delaware",002,White alone,359848,1400,359848,(X)
0500000US10003,10003,"New Castle County, Delaware",004,Black or African American alone,133019,1103,133019,(X)
0500000US10003,10003,"New Castle County, Delaware",006,"American Indian and Alaska Native alone (300, A01-Z99)",1112,214,1112,(X)
0500000US10003,10003,"New Castle County, Delaware",012,Asian alone (400-499),27725,416,27725,(X)
0500000US10003,10003,"New Castle County, Delaware",070,Some other race alone,14004,1335,14004,(X)
0500000US10005,10005,"Sussex County, Delaware",002,White alone,168850,1196,168850,(X)
0500000US10005,10005,"Sussex County, Delaware",004,Black or African American alone,26251,463,26251,(X)
0500000US10005,10005,"Sussex County, Delaware",006,"American Indian and Alaska Native alone (300, A01-Z99)",938,323,938,(X)
0500000US10005,10005,"Sussex County, Delaware",012,Asian alone (400-499),2373,174,2373,(X)
0500000US10005,10005,"Sussex County, Delaware",070,Some other race alone,4462,1147,4462,(X)
0500000US11001,11001,"District of Columbia, District of Columbia",002,White alone,260325,1535,260325,(X)
0500000US11001,11001,"District of Columbia, District of Columbia",004,Black or African American alone,316447,1266,316447,(X)
0500000US11001,11001,"District of Columbia, District of Columbia",006,"American Indian and Alaska Native alone (300, A01-Z99)",2154,604,2154,(X)
0500000US11001,11001,"District of Columbia, District of Columbia",012,Asian alone (400-499),23822,493,23822,(X)
0500000US11001,11001,"District of Columbia, District of Columbia",070,Some other race alone,27159,1827,27159,(X)
0500000US12001,12001,"Alachua County, Florida",002,White alone,177612,680,177612,(X)
0500000US12001,12001,"Alachua County, Florida",004,Black or African American alone,50580,649,50580,(X)
0500000US12001,12001,"Alachua County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",773,103,773,(X)
0500000US12001,12001,"Alachua County, Florida",012,Asian alone (400-499),14380,455,14380,(X)
0500000US12001,12001,"Alachua County, Florida",070,Some other race alone,2407,449,2407,(X)
0500000US12003,12003,"Baker County, Florida",002,White alone,22649,163,22649,(X)
0500000US12003,12003,"Baker County, Florida",004,Black or African American alone,3938,74,3938,(X)
0500000US12005,12005,"Bay County, Florida",002,White alone,143910,523,143910,(X)
0500000US12005,12005,"Bay County, Florida",004,Black or African American alone,18881,525,18881,(X)
0500000US12005,12005,"Bay County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",994,232,994,(X)
0500000US12005,12005,"Bay County, Florida",012,Asian alone (400-499),3566,393,3566,(X)
0500000US12005,12005,"Bay County, Florida",070,Some other race alone,1081,320,1081,(X)
0500000US12007,12007,"Bradford County, Florida",002,White alone,21123,78,21123,(X)
0500000US12007,12007,"Bradford County, Florida",004,Black or African American alone,5457,320,5457,(X)
0500000US12009,12009,"Brevard County, Florida",002,White alone,459762,1448,459762,(X)
0500000US12009,12009,"Brevard County, Florida",004,Black or African American alone,56914,1127,56914,(X)
0500000US12009,12009,"Brevard County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",1775,413,1775,(X)
0500000US12009,12009,"Brevard County, Florida",012,Asian alone (400-499),12776,588,12776,(X)
0500000US12009,12009,"Brevard County, Florida",070,Some other race alone,6852,1254,6852,(X)
0500000US12011,12011,"Broward County, Florida",002,White alone,1154135,3976,1154135,(X)
0500000US12011,12011,"Broward County, Florida",004,Black or African American alone,513087,2809,513087,(X)
0500000US12011,12011,"Broward County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",4446,699,4446,(X)
0500000US12011,12011,"Broward County, Florida",012,Asian alone (400-499),64492,989,64492,(X)
0500000US12011,12011,"Broward County, Florida",070,Some other race alone,55033,2963,55033,(X)
0500000US12013,12013,"Calhoun County, Florida",002,White alone,11875,102,11875,(X)
0500000US12013,12013,"Calhoun County, Florida",004,Black or African American alone,1963,141,1963,(X)
0500000US12015,12015,"Charlotte County, Florida",002,White alone,150032,365,150032,(X)
0500000US12015,12015,"Charlotte County, Florida",004,Black or African American alone,9294,413,9294,(X)
0500000US12015,12015,"Charlotte County, Florida",012,Asian alone (400-499),2126,239,2126,(X)
0500000US12015,12015,"Charlotte County, Florida",070,Some other race alone,950,326,950,(X)
0500000US12017,12017,"Citrus County, Florida",002,White alone,130285,330,130285,(X)
0500000US12017,12017,"Citrus County, Florida",004,Black or African American alone,4179,387,4179,(X)
0500000US12017,12017,"Citrus County, Florida",012,Asian alone (400-499),2226,150,2226,(X)
0500000US12019,12019,"Clay County, Florida",002,White alone,161899,867,161899,(X)
0500000US12019,12019,"Clay County, Florida",004,Black or African American alone,19275,802,19275,(X)
0500000US12019,12019,"Clay County, Florida",012,Asian alone (400-499),6251,546,6251,(X)
0500000US12019,12019,"Clay County, Florida",070,Some other race alone,2111,509,2111,(X)
0500000US12021,12021,"Collier County, Florida",002,White alone,299480,1811,299480,(X)
0500000US12021,12021,"Collier County, Florida",004,Black or African American alone,23297,507,23297,(X)
0500000US12021,12021,"Collier County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",908,336,908,(X)
0500000US12021,12021,"Collier County, Florida",012,Asian alone (400-499),4260,322,4260,(X)
0500000US12021,12021,"Collier County, Florida",070,Some other race alone,8966,1859,8966,(X)
0500000US12023,12023,"Columbia County, Florida",002,White alone,52347,268,52347,(X)
0500000US12023,12023,"Columbia County, Florida",004,Black or African American alone,12153,334,12153,(X)
0500000US12023,12023,"Columbia County, Florida",070,Some other race alone,648,246,648,(X)
0500000US12027,12027,"DeSoto County, Florida",002,White alone,28693,506,28693,(X)
0500000US12027,12027,"DeSoto County, Florida",004,Black or African American alone,4624,157,4624,(X)
0500000US12027,12027,"DeSoto County, Florida",070,Some other race alone,1008,460,1008,(X)
0500000US12029,12029,"Dixie County, Florida",002,White alone,14177,92,14177,(X)
0500000US12029,12029,"Dixie County, Florida",004,Black or African American alone,1416,113,1416,(X)
0500000US12031,12031,"Duval County, Florida",002,White alone,547556,1668,547556,(X)
0500000US12031,12031,"Duval County, Florida",004,Black or African American alone,261833,1538,261833,(X)
0500000US12031,12031,"Duval County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",2183,480,2183,(X)
0500000US12031,12031,"Duval County, Florida",012,Asian alone (400-499),38800,987,38800,(X)
0500000US12031,12031,"Duval County, Florida",070,Some other race alone,10114,1318,10114,(X)
0500000US12033,12033,"Escambia County, Florida",002,White alone,211248,754,211248,(X)
0500000US12033,12033,"Escambia County, Florida",004,Black or African American alone,66179,1023,66179,(X)
0500000US12033,12033,"Escambia County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",1280,250,1280,(X)
0500000US12033,12033,"Escambia County, Florida",012,Asian alone (400-499),8864,443,8864,(X)
0500000US12033,12033,"Escambia County, Florida",070,Some other race alone,3679,778,3679,(X)
0500000US12035,12035,"Flagler County, Florida",002,White alone,82050,905,82050,(X)
0500000US12035,12035,"Flagler County, Florida",004,Black or African American alone,11300,444,11300,(X)
0500000US12035,12035,"Flagler County, Florida",012,Asian alone (400-499),2385,207,2385,(X)
0500000US12035,12035,"Flagler County, Florida",070,Some other race alone,2801,857,2801,(X)
0500000US12037,12037,"Franklin County, Florida",002,White alone,9534,72,9534,(X)
0500000US12037,12037,"Franklin County, Florida",004,Black or African American alone,1692,135,1692,(X)
0500000US12039,12039,"Gadsden County, Florida",002,White alone,18836,474,18836,(X)
0500000US12039,12039,"Gadsden County, Florida",004,Black or African American alone,25437,264,25437,(X)
0500000US12039,12039,"Gadsden County, Florida",070,Some other race alone,1194,441,1194,(X)
0500000US12041,12041,"Gilchrist County, Florida",002,White alone,15563,68,15563,(X)
0500000US12041,12041,"Gilchrist County, Florida",004,Black or African American alone,1037,65,1037,(X)
0500000US12043,12043,"Glades County, Florida",002,White alone,10601,177,10601,(X)
0500000US12043,12043,"Glades County, Florida",004,Black or African American alone,1729,97,1729,(X)
0500000US12043,12043,"Glades County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",530,56,530,(X)
0500000US12045,12045,"Gulf County, Florida",002,White alone,12304,54,12304,(X)
0500000US12045,12045,"Gulf County, Florida",004,Black or African American alone,2837,196,2837,(X)
0500000US12047,12047,"Hamilton County, Florida",002,White alone,8741,131,8741,(X)
0500000US12047,12047,"Hamilton County, Florida",004,Black or African American alone,4908,168,4908,(X)
0500000US12049,12049,"Hardee County, Florida",002,White alone,22675,592,22675,(X)
0500000US12049,12049,"Hardee County, Florida",004,Black or African American alone,2188,249,2188,(X)
0500000US12049,12049,"Hardee County, Florida",070,Some other race alone,1994,580,1994,(X)
0500000US12051,12051,"Hendry County, Florida",002,White alone,28307,966,28307,(X)
0500000US12051,12051,"Hendry County, Florida",004,Black or African American alone,4604,292,4604,(X)
0500000US12051,12051,"Hendry County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",822,264,822,(X)
0500000US12051,12051,"Hendry County, Florida",070,Some other race alone,3515,991,3515,(X)
0500000US12053,12053,"Hernando County, Florida",002,White alone,157227,864,157227,(X)
0500000US12053,12053,"Hernando County, Florida",004,Black or African American alone,9405,416,9405,(X)
0500000US12053,12053,"Hernando County, Florida",012,Asian alone (400-499),1902,221,1902,(X)
0500000US12053,12053,"Hernando County, Florida",070,Some other race alone,2116,704,2116,(X)
0500000US12055,12055,"Highlands County, Florida",002,White alone,81651,736,81651,(X)
0500000US12055,12055,"Highlands County, Florida",004,Black or African American alone,9400,345,9400,(X)
0500000US12055,12055,"Highlands County, Florida",012,Asian alone (400-499),1479,111,1479,(X)
0500000US12055,12055,"Highlands County, Florida",070,Some other race alone,3703,760,3703,(X)
0500000US12057,12057,"Hillsborough County, Florida",002,White alone,926752,3413,926752,(X)
0500000US12057,12057,"Hillsborough County, Florida",004,Black or African American alone,216735,2570,216735,(X)
0500000US12057,12057,"Hillsborough County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",4665,807,4665,(X)
0500000US12057,12057,"Hillsborough County, Florida",012,Asian alone (400-499),48093,1013,48093,(X)
0500000US12057,12057,"Hillsborough County, Florida",050,Native Hawaiian and Other Pacific Islander alone (500-599),1061,312,1061,(X)
0500000US12057,12057,"Hillsborough County, Florida",070,Some other race alone,64340,3337,64340,(X)
0500000US12059,12059,"Holmes County, Florida",002,White alone,17485,114,17485,(X)
0500000US12059,12059,"Holmes County, Florida",004,Black or African American alone,1372,96,1372,(X)
0500000US12061,12061,"Indian River County, Florida",002,White alone,123113,886,123113,(X)
0500000US12061,12061,"Indian River County, Florida",004,Black or African American alone,13210,433,13210,(X)
0500000US12061,12061,"Indian River County, Florida",012,Asian alone (400-499),1703,247,1703,(X)
0500000US12061,12061,"Indian River County, Florida",070,Some other race alone,2133,863,2133,(X)
0500000US12063,12063,"Jackson County, Florida",002,White alone,33838,291,33838,(X)
0500000US12063,12063,"Jackson County, Florida",004,Black or African American alone,13078,149,13078,(X)
0500000US12065,12065,"Jefferson County, Florida",002,White alone,8649,197,8649,(X)
0500000US12065,12065,"Jefferson County, Florida",004,Black or African American alone,5136,77,5136,(X)
0500000US12067,12067,"Lafayette County, Florida",002,White alone,6805,296,6805,(X)
0500000US12067,12067,"Lafayette County, Florida",004,Black or African American alone,1596,265,1596,(X)
0500000US12069,12069,"Lake County, Florida",002,White alone,258871,1603,258871,(X)
0500000US12069,12069,"Lake County, Florida",004,Black or African American alone,30316,1069,30316,(X)
0500000US12069,12069,"Lake County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",1183,268,1183,(X)
0500000US12069,12069,"Lake County, Florida",012,Asian alone (400-499),5519,584,5519,(X)
0500000US12069,12069,"Lake County, Florida",070,Some other race alone,6770,1207,6770,(X)
0500000US12071,12071,"Lee County, Florida",002,White alone,561079,2714,561079,(X)
0500000US12071,12071,"Lee County, Florida",004,Black or African American alone,57315,1001,57315,(X)
0500000US12071,12071,"Lee County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",1983,553,1983,(X)
0500000US12071,12071,"Lee County, Florida",012,Asian alone (400-499),10579,581,10579,(X)
0500000US12071,12071,"Lee County, Florida",070,Some other race alone,21391,2465,21391,(X)
0500000US12073,12073,"Leon County, Florida",002,White alone,176063,721,176063,(X)
0500000US12073,12073,"Leon County, Florida",004,Black or African American alone,88071,626,88071,(X)
0500000US12073,12073,"Leon County, Florida",006,"American Indian and Alaska Native alone (300, A01-Z99)",914,170,914,(X)
0500000US12073,12073,"Leon County, Florida",012,Asian alone (400-499),9123,326,9123,(X)
0500000US12073,12073,"Leon County, Florida",070,Some other race alone,2453,499,2453,(X)
0500000US12075,12075,"Levy County, Florida",002,White alone,34782,138,34782,(X)
0500000US12075,12075,"Levy County, Florida",004,Black or African American alone,3643,170,3643,(X)
0500000US12077,12077,"Liberty County, Florida",002,White alone,6468,305,6468,(X)
0500000US12077,12077,"Liberty County, Florida",004,Black or African American alone,1371,256,1371,(X)
0500000US12079,12079,"Madison County, Florida",002,White alone,10871,103,10871,(X)
0500000US12079,12079,"Madison County, Florida",004,Black or African American alone,7250,142,7250,(X)
